index,people,doorOpen,doorLocked,timestamp,peopleAllowd
669,0,0,0,5/4/2021 12:10,9
670,0,1,0,5/4/2021 12:10,9
671,0,0,0,5/4/2021 12:10,9
672,0,1,0,5/4/2021 12:10,9
673,0,0,0,5/4/2021 12:10,9
674,0,1,0,5/4/2021 12:10,9
675,0,0,0,5/4/2021 12:10,9
676,0,1,0,5/4/2021 12:10,9
677,0,0,0,5/4/2021 12:10,9
678,0,1,0,5/4/2021 12:10,9
679,0,0,0,5/4/2021 12:10,9
680,0,1,0,5/4/2021 12:10,9
681,0,0,0,5/4/2021 12:10,9
682,0,1,0,5/4/2021 12:10,9
683,0,0,0,5/4/2021 12:10,9
684,0,1,0,5/4/2021 12:10,9
685,0,0,0,5/4/2021 12:10,9
686,0,1,0,5/4/2021 12:10,9
687,0,0,0,5/4/2021 12:10,9
688,0,1,0,5/4/2021 12:10,9
689,0,0,0,5/4/2021 12:10,9
690,0,1,0,5/4/2021 12:10,9
691,0,0,0,5/4/2021 12:10,9
692,0,1,0,5/4/2021 12:10,9
693,0,0,0,5/4/2021 12:10,9
694,0,1,0,5/4/2021 12:10,9
695,0,0,0,5/4/2021 12:10,9
696,0,1,0,5/4/2021 12:10,9
697,0,0,0,5/4/2021 12:10,9
698,0,1,0,5/4/2021 12:10,9
699,0,0,0,5/4/2021 12:10,9
700,0,1,0,5/4/2021 12:10,9
701,0,0,0,5/4/2021 12:10,9
702,0,1,0,5/4/2021 12:10,9
703,0,0,0,5/4/2021 12:10,9
704,0,1,0,5/4/2021 12:10,9
705,0,0,0,5/4/2021 12:10,9
706,0,1,0,5/4/2021 12:10,9
707,1,1,0,5/4/2021 12:10,9
708,2,1,0,5/4/2021 12:10,9
709,3,1,0,5/4/2021 12:10,9
710,4,1,0,5/4/2021 12:10,9
711,5,1,0,5/4/2021 12:10,9
712,6,1,0,5/4/2021 12:10,9
713,7,1,0,5/4/2021 12:10,9
714,8,1,0,5/4/2021 12:10,9
715,9,1,0,5/4/2021 12:10,9
716,10,1,0,5/4/2021 12:10,9
717,9,1,0,5/4/2021 12:10,9
718,8,1,0,5/4/2021 12:12,9
719,9,1,0,5/4/2021 12:12,9
720,10,1,0,5/4/2021 12:12,9
721,9,1,0,5/4/2021 12:12,9
722,9,0,1,5/4/2021 12:12,9
723,9,0,1,5/4/2021 12:12,9
724,9,1,0,5/4/2021 12:12,9
725,9,1,0,5/4/2021 12:12,9
726,9,0,1,5/4/2021 12:12,9
727,9,0,1,5/4/2021 12:12,9
728,9,1,0,5/4/2021 12:13,9
729,9,0,1,5/4/2021 12:13,9
730,9,0,1,5/4/2021 12:13,9
731,9,1,0,5/4/2021 12:13,9
732,9,1,0,5/4/2021 12:13,9
733,8,1,0,5/4/2021 12:13,9
734,7,1,0,5/4/2021 12:13,9
735,7,0,0,5/4/2021 12:13,9
736,7,0,1,5/4/2021 12:13,9
737,7,1,0,5/4/2021 12:13,9
738,7,0,0,5/4/2021 12:13,9
739,7,1,0,5/4/2021 12:13,9
740,7,0,0,5/4/2021 12:13,9
741,7,1,0,5/4/2021 12:13,9
742,7,0,0,5/4/2021 12:13,9
743,7,1,0,5/4/2021 12:13,9
744,7,0,0,5/4/2021 12:13,9
745,7,1,0,5/4/2021 12:13,9
746,7,0,0,5/4/2021 12:13,9
747,0,0,0,5/4/2021 12:15,9
748,0,0,0,5/4/2021 12:16,9
749,0,0,1,5/6/2021 16:09,9
750,0,1,0,5/6/2021 16:11,9
751,1,1,1,5/6/2021 16:13,9
752,1,1,0,5/6/2021 16:13,9
753,0,1,0,5/7/2021 10:28,9
754,0,1,0,5/7/2021 10:30,9
755,0,0,0,5/7/2021 10:30,9
756,0,0,1,5/7/2021 10:30,9
757,0,0,1,5/7/2021 10:31,9
758,0,1,0,5/7/2021 10:31,9
759,0,1,0,5/7/2021 10:32,9
760,0,0,1,5/7/2021 10:32,9
761,0,0,1,5/7/2021 10:32,9
762,0,1,0,5/7/2021 10:32,9
763,0,1,0,5/7/2021 10:32,9
764,0,0,0,5/7/2021 10:32,9
765,0,0,0,5/7/2021 10:32,9
766,0,0,1,5/7/2021 10:33,9
767,0,0,1,5/7/2021 10:33,9
768,0,0,1,5/7/2021 10:34,9
769,0,0,0,5/7/2021 10:34,9
770,0,1,0,5/7/2021 10:34,9
771,1,1,0,5/7/2021 10:35,9
772,0,1,0,5/7/2021 10:35,9
773,0,1,0,5/7/2021 10:35,9
774,1,1,0,5/7/2021 10:36,9
775,2,1,0,5/7/2021 10:36,9
776,1,1,0,5/7/2021 10:36,9
777,2,1,0,5/7/2021 10:36,9
778,3,1,0,5/7/2021 10:36,9
779,3,0,1,5/7/2021 10:37,9
780,3,0,1,5/7/2021 10:37,9
781,3,0,0,5/7/2021 10:37,9
782,3,1,0,5/7/2021 10:37,9
783,4,1,0,5/7/2021 10:37,9
784,5,1,0,5/7/2021 10:37,9
785,6,1,0,5/7/2021 10:37,9
786,7,1,0,5/7/2021 10:37,9
787,8,1,0,5/7/2021 10:37,9
788,9,1,0,5/7/2021 10:37,9
789,10,1,0,5/7/2021 10:37,9
790,9,1,0,5/7/2021 10:37,9
791,9,0,0,5/7/2021 10:37,9
792,9,0,1,5/7/2021 10:37,9
793,9,0,0,5/7/2021 10:43,9
794,9,1,0,5/7/2021 10:43,9
795,9,0,0,5/7/2021 10:43,9
796,9,1,0,5/7/2021 10:43,9
797,9,0,0,5/7/2021 10:43,9
798,9,1,0,5/7/2021 10:43,9
799,9,0,0,5/7/2021 10:43,9
800,9,1,0,5/7/2021 10:43,9
801,9,0,0,5/7/2021 10:43,9
802,9,1,0,5/7/2021 10:43,9
803,9,0,0,5/7/2021 10:43,9
804,9,1,0,5/7/2021 10:43,9
805,9,0,0,5/7/2021 10:43,9
806,9,1,0,5/7/2021 10:43,9
807,9,0,0,5/7/2021 10:43,9
808,9,1,0,5/7/2021 10:43,9
809,9,0,0,5/7/2021 10:43,9
810,9,0,1,5/7/2021 10:43,9
811,9,0,0,5/7/2021 10:44,9
812,9,0,1,5/7/2021 10:44,9
813,9,0,0,5/7/2021 10:44,9
814,9,0,1,5/7/2021 10:44,9
815,9,0,0,5/7/2021 10:44,9
816,9,0,1,5/7/2021 10:44,9
817,9,0,0,5/7/2021 10:44,9
818,9,0,1,5/7/2021 10:44,9
819,9,0,0,5/7/2021 10:44,9
820,9,0,1,5/7/2021 10:44,9
821,9,0,0,5/7/2021 10:44,9
822,9,0,1,5/7/2021 10:44,9
823,9,0,0,5/7/2021 10:44,9
824,9,0,1,5/7/2021 10:44,9
825,9,0,0,5/7/2021 10:44,9
826,9,0,1,5/7/2021 10:44,9
827,9,0,0,5/7/2021 10:44,9
828,9,1,0,5/7/2021 10:44,9
829,9,0,0,5/7/2021 10:44,9
830,9,1,0,5/7/2021 10:44,9
831,9,0,0,5/7/2021 10:44,9
832,9,1,0,5/7/2021 10:44,9
833,9,0,0,5/7/2021 10:44,9
834,9,1,0,5/7/2021 10:44,9
835,9,0,0,5/7/2021 10:44,9
836,9,0,1,5/7/2021 10:44,9
837,9,1,0,5/7/2021 10:51,9
838,9,0,0,5/7/2021 10:51,9
839,9,1,0,5/7/2021 10:51,9
840,9,0,1,5/7/2021 10:51,9
841,9,1,0,5/7/2021 10:51,9
842,9,0,1,5/7/2021 15:20,11
843,9,1,0,5/7/2021 16:28,11
844,9,1,1,5/7/2021 16:28,11
845,0,0,1,5/14/2021 11:52,11
846,0,0,0,5/14/2021 11:52,11
847,0,1,0,5/14/2021 11:52,11
848,0,0,0,5/14/2021 11:52,11
849,0,1,0,5/14/2021 11:53,11
850,0,0,0,5/14/2021 11:53,11
851,0,1,0,5/14/2021 11:53,11
852,0,0,0,5/14/2021 11:53,11
853,0,1,0,5/14/2021 11:53,11
854,0,0,0,5/14/2021 11:53,11
855,0,1,0,5/14/2021 11:53,11
856,0,0,0,5/14/2021 11:53,11
857,0,1,0,5/14/2021 11:53,11
858,0,0,0,5/14/2021 11:53,11
859,0,0,1,5/14/2021 11:53,11
860,0,1,0,5/14/2021 11:53,11
861,0,0,0,5/14/2021 11:55,11
862,0,0,0,5/14/2021 11:55,11
863,0,1,0,5/14/2021 11:55,11
864,0,1,0,5/14/2021 11:55,11
865,0,1,1,5/14/2021 11:56,11
866,0,0,1,5/14/2021 11:56,11
867,0,1,0,5/14/2021 11:56,11
868,0,1,0,5/14/2021 11:56,11
869,0,1,0,5/14/2021 11:59,11
870,0,0,0,5/14/2021 12:01,11
871,0,0,1,5/14/2021 12:01,11
872,0,1,0,5/14/2021 12:01,11
873,0,0,1,5/14/2021 12:04,11
874,0,0,1,5/14/2021 12:04,11
875,0,0,0,5/14/2021 12:05,11
876,0,1,0,5/14/2021 12:05,11
877,1,1,0,5/14/2021 12:05,11
878,1,0,1,5/14/2021 12:05,4
879,1,0,0,5/14/2021 12:05,4
880,1,1,0,5/14/2021 12:05,4
881,0,1,0,5/14/2021 12:06,4
882,1,1,0,5/14/2021 12:06,4
883,2,1,0,5/14/2021 12:06,4
884,3,1,0,5/14/2021 12:06,4
885,2,1,0,5/14/2021 12:06,4
886,1,1,0,5/14/2021 12:06,4
887,0,1,0,5/14/2021 12:06,4
888,1,1,0,5/14/2021 12:06,4
889,2,1,0,5/14/2021 12:06,4
890,3,1,0,5/14/2021 12:06,4
891,4,1,0,5/14/2021 12:06,4
892,5,1,0,5/14/2021 12:06,4
893,4,1,0,5/14/2021 12:06,4
894,3,1,0,5/14/2021 12:06,4
895,2,1,0,5/14/2021 12:06,4
896,2,0,1,5/14/2021 12:07,4
897,2,0,0,5/14/2021 12:07,4
898,2,1,0,5/14/2021 12:07,4
899,2,0,0,5/14/2021 12:07,4
900,2,1,0,5/14/2021 12:07,4
901,2,0,0,5/14/2021 12:07,4
902,2,1,0,5/14/2021 12:07,4
903,2,0,0,5/14/2021 12:07,4
904,2,1,0,5/14/2021 12:07,4
905,2,0,0,5/14/2021 12:07,4
906,2,1,0,5/14/2021 12:07,4
907,2,0,0,5/14/2021 12:07,4
908,2,1,0,5/14/2021 12:07,4
909,2,0,0,5/14/2021 12:07,4
910,2,1,0,5/14/2021 12:07,4
911,2,0,0,5/14/2021 12:07,4
912,2,1,0,5/14/2021 12:07,4
913,2,0,0,5/14/2021 12:07,4
914,2,1,0,5/14/2021 12:07,4
915,2,0,0,5/14/2021 12:07,4
916,2,1,0,5/14/2021 12:07,4
917,2,0,1,5/14/2021 12:07,4
918,2,0,0,5/14/2021 12:08,4
919,2,1,0,5/14/2021 12:08,4
920,2,0,1,5/14/2021 12:08,4
921,2,1,0,5/14/2021 12:08,4
922,2,0,0,5/14/2021 12:08,4
923,2,1,0,5/14/2021 12:08,4
924,2,0,0,5/14/2021 12:08,4
925,2,1,0,5/14/2021 12:08,4
926,2,0,0,5/14/2021 12:08,4
927,2,0,1,5/14/2021 12:08,4
928,2,0,0,5/14/2021 12:08,4
929,2,0,1,5/14/2021 12:08,4
930,2,0,0,5/14/2021 12:08,4
931,2,0,1,5/14/2021 12:08,4
932,2,0,0,5/14/2021 12:08,4
933,2,1,0,5/14/2021 12:08,4
934,3,1,0,5/14/2021 12:08,4
935,4,1,0,5/14/2021 12:08,4
936,5,1,0,5/14/2021 12:08,4
937,4,1,0,5/14/2021 12:08,4
938,3,1,0,5/14/2021 12:08,4
939,2,1,0,5/14/2021 12:08,4
940,2,0,1,5/14/2021 12:08,4
941,2,0,0,5/14/2021 12:08,4
942,2,0,1,5/14/2021 12:09,4
943,2,0,0,5/14/2021 12:09,4
944,2,0,1,5/14/2021 12:09,4
945,2,0,0,5/14/2021 12:09,4
946,2,1,0,5/14/2021 12:09,4
947,1,1,0,5/14/2021 12:09,4
948,0,1,0,5/14/2021 12:09,4
949,1,1,0,5/14/2021 12:09,4
950,2,1,0,5/14/2021 12:09,4
951,2,0,1,5/14/2021 12:09,4
952,2,1,0,5/14/2021 12:09,4
953,2,0,0,5/14/2021 12:09,4
954,2,1,0,5/14/2021 12:09,4
955,2,0,1,5/14/2021 12:09,4
956,2,0,0,5/14/2021 12:10,4
957,2,1,0,5/14/2021 12:10,4
958,2,0,0,5/14/2021 12:10,4
959,2,1,0,5/14/2021 12:10,4
960,3,1,0,5/14/2021 12:10,4
961,4,1,0,5/14/2021 12:10,4
962,5,1,0,5/14/2021 12:10,4
963,4,1,0,5/14/2021 12:10,4
964,4,0,1,5/14/2021 12:10,4
965,4,0,0,5/14/2021 12:10,4
966,4,1,0,5/14/2021 12:10,4
967,5,1,0,5/14/2021 12:10,4
968,4,1,0,5/14/2021 12:10,4
969,4,0,1,5/14/2021 12:11,4
970,4,1,0,5/14/2021 12:11,4
971,4,0,1,5/14/2021 12:12,4
972,4,1,0,5/14/2021 12:12,4
973,4,1,0,5/14/2021 12:12,4
974,4,0,1,5/14/2021 12:13,4
975,4,1,0,5/14/2021 12:13,4
976,4,1,0,5/14/2021 12:13,4
977,4,0,0,5/14/2021 12:13,4
978,4,0,0,5/14/2021 12:13,4
979,4,0,1,5/14/2021 12:13,4
980,4,0,1,5/14/2021 12:13,4
981,4,1,0,5/14/2021 12:20,4
982,4,1,0,5/14/2021 12:20,4
